"No.","Time","Source","Destination","Protocol","Length","Info"
"8742","07:34:32.394954","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","162","Application Data"
"9204","07:34:32.512506","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=236 Ack=501 Win=5215 Len=0 TSval=168201 TSecr=749274725"
"9503","07:34:32.587843","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"9523","07:34:32.592050","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=501 Ack=283 Win=27 Len=0 TSval=749274922 TSecr=168202"
"13458","07:34:33.597176","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","[TCP Keep-Alive] https(443)  >  33900 [ACK] Seq=500 Ack=283 Win=27 Len=0 TSval=749275927 TSecr=168202"
"14278","07:34:33.804821","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","205","Application Data"
"14294","07:34:33.809267","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=501 Ack=422 Win=27 Len=0 TSval=749276139 TSecr=168329"
"14298","07:34:33.810760","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"14339","07:34:33.819446","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","[TCP Dup ACK 9204#1] 33900  >  https(443) [ACK] Seq=422 Ack=501 Win=5215 Len=0 TSval=168329 TSecr=749274922"
"14343","07:34:33.820853","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","397","Application Data"
"14344","07:34:33.820995","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=753 Ack=548 Win=5215 Len=0 TSval=168331 TSecr=749276141"
"14363","07:34:33.826881","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"14435","07:34:33.845676","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=753 Ack=595 Win=5215 Len=0 TSval=168333 TSecr=749276157"
"18412","07:34:34.852918","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","447","Application Data"
"18514","07:34:34.877539","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=753 Ack=976 Win=5215 Len=0 TSval=168436 TSecr=749277183"
"18515","07:34:34.877695","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"18531","07:34:34.883314","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","400","Application Data"
"18712","07:34:34.928228","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"18727","07:34:34.933799","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","626","Application Data"
"18762","07:34:34.946606","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"18943","07:34:34.993414","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=1870 Ack=894 Win=27 Len=0 TSval=749277323 TSecr=168443"
"19088","07:34:35.033283","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","397","Application Data"
"19104","07:34:35.040043","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"19135","07:34:35.044377","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=2201 Ack=941 Win=27 Len=0 TSval=749277374 TSecr=168453"
"19136","07:34:35.045811","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","446","Application Data"
"19423","07:34:35.123530","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"19583","07:34:35.163613","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","623","Application Data"
"19654","07:34:35.189370","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","146","[TCP ACKed unseen segment] , Application Data"
"19780","07:34:35.220435","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","[TCP Previous segment not captured] , Application Data"
"19960","07:34:35.265633","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","[TCP ACKed unseen segment] https(443)  >  33900 [ACK] Seq=3218 Ack=1082 Win=27 Len=0 TSval=749277595 TSecr=168471"
"20124","07:34:35.318492","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","463","Application Data"
"20139","07:34:35.322748","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3218 Ack=1479 Win=27 Len=0 TSval=749277653 TSecr=168480"
"20155","07:34:35.324254","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"20341","07:34:35.373997","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=1479 Ack=3265 Win=5215 Len=0 TSval=168487 TSecr=749277654"
"20420","07:34:35.395553","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","159","Application Data"
"20445","07:34:35.406337","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"20631","07:34:35.453326","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3358 Ack=1526 Win=27 Len=0 TSval=749277783 TSecr=168490"
"22943","07:34:36.078790","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","151","Application Data"
"23666","07:34:36.275121","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"23682","07:34:36.279568","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3443 Ack=1573 Win=27 Len=0 TSval=749278609 TSecr=168577"
"27009","07:34:37.189539","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","146","Application Data"
"27067","07:34:37.205078","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"27082","07:34:37.209869","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3523 Ack=1620 Win=27 Len=0 TSval=749279539 TSecr=168670"
"27788","07:34:37.398747","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","468","Application Data"
"27812","07:34:37.403530","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3523 Ack=2022 Win=27 Len=0 TSval=749279733 TSecr=168689"
"27813","07:34:37.404811","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"27961","07:34:37.445545","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","259","Application Data"
"28124","07:34:37.493307","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3570 Ack=2215 Win=27 Len=0 TSval=749279823 TSecr=168693"
"30628","07:34:38.156689","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","399","Application Data"
"30675","07:34:38.173646","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"30690","07:34:38.177841","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=3903 Ack=2262 Win=27 Len=0 TSval=749280508 TSecr=168766"
"30691","07:34:38.179471","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","446","Application Data"
"30783","07:34:38.203250","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"30966","07:34:38.253326","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=4283 Ack=2309 Win=27 Len=0 TSval=749280583 TSecr=168769"
"30967","07:34:38.260158","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","712","Application Data"
"31045","07:34:38.280800","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"31056","07:34:38.285147","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=4929 Ack=2356 Win=27 Len=0 TSval=749280615 TSecr=168777"
"31370","07:34:38.395668","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","143","Application Data"
"31452","07:34:38.415150","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"31454","07:34:38.419545","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=5006 Ack=2403 Win=27 Len=0 TSval=749280749 TSecr=168791"
"34219","07:34:39.136961","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","[TCP ACKed unseen segment] , Application Data"
"34238","07:34:39.141500","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","[TCP Previous segment not captured] https(443)  >  33900 [ACK] Seq=5102 Ack=2450 Win=27 Len=0 TSval=749281471 TSecr=168863"
"34472","07:34:39.202992","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","[TCP ACKed unseen segment] , Application Data"
"34490","07:34:39.207261","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","[TCP Previous segment not captured] https(443)  >  33900 [ACK] Seq=5182 Ack=2497 Win=27 Len=0 TSval=749281537 TSecr=168870"
"34844","07:34:39.295849","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","472","[TCP ACKed unseen segment] , Application Data"
"34862","07:34:39.300337","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=5182 Ack=2903 Win=27 Len=0 TSval=749281630 TSecr=168879"
"34864","07:34:39.301646","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"35066","07:34:39.357853","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=2903 Ack=5229 Win=5215 Len=0 TSval=168885 TSecr=749281631"
"41919","07:34:41.190054","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","166","Application Data"
"41937","07:34:41.193522","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=2903 Ack=5329 Win=5215 Len=0 TSval=169069 TSecr=749283520"
"41984","07:34:41.203525","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"42142","07:34:41.249390","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=5329 Ack=2950 Win=27 Len=0 TSval=749283579 TSecr=169070"
"42258","07:34:41.283675","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","130","Application Data"
"42276","07:34:41.287839","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=5329 Ack=3014 Win=27 Len=0 TSval=749283618 TSecr=169078"
"42289","07:34:41.289003","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"42436","07:34:41.332985","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","462","Application Data"
"42455","07:34:41.338552","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"42631","07:34:41.383052","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=3410 Ack=5423 Win=5215 Len=0 TSval=169088 TSecr=749283668"
"42680","07:34:41.395848","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","146","Application Data"
"42710","07:34:41.401150","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=3410 Ack=5503 Win=5215 Len=0 TSval=169089 TSecr=749283726"
"42727","07:34:41.406719","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"42875","07:34:41.453372","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=5503 Ack=3457 Win=27 Len=0 TSval=749283783 TSecr=169090"
"44666","07:34:41.932647","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","400","Application Data"
"44849","07:34:41.983155","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=3457 Ack=5837 Win=5215 Len=0 TSval=169148 TSecr=749284262"
"44865","07:34:41.987468","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"44882","07:34:41.991750","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=5837 Ack=3504 Win=27 Len=0 TSval=749284322 TSecr=169148"
"44886","07:34:41.993118","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","447","Application Data"
"44903","07:34:41.997047","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=3504 Ack=6218 Win=5215 Len=0 TSval=169149 TSecr=749284323"
"45365","07:34:42.123404","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"45391","07:34:42.133142","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","[TCP ACKed unseen segment] 33900  >  https(443) [ACK] Seq=3551 Ack=6874 Win=5215 Len=0 TSval=169163 TSecr=749284459"
"45663","07:34:42.208370","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","[TCP ACKed unseen segment] , Application Data"
"45697","07:34:42.214276","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","159","[TCP Previous segment not captured] , Application Data"
"45713","07:34:42.218497","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","[TCP ACKed unseen segment] 33900  >  https(443) [ACK] Seq=3598 Ack=6967 Win=5215 Len=0 TSval=169171 TSecr=749284544"
"46296","07:34:42.374600","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"46476","07:34:42.421442","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=6967 Ack=3645 Win=27 Len=0 TSval=749284751 TSecr=169187"
"46492","07:34:42.426866","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","259","Application Data"
"46509","07:34:42.431285","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=6967 Ack=3838 Win=27 Len=0 TSval=749284761 TSecr=169192"
"48434","07:34:42.957345","166.104.142.150","client.smartthings.com","TCP","74","52632  >  https(443) [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=169245 TSecr=0 WS=32"
"48449","07:34:42.961676","client.smartthings.com","166.104.142.150","TCP","74","https(443)  >  52632 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM=1 TSval=3394344552 TSecr=169245 WS=256"
"48482","07:34:42.966755","166.104.142.150","client.smartthings.com","TCP","66","52632  >  https(443) [ACK] Seq=1 Ack=1 Win=29216 Len=0 TSval=169246 TSecr=3394344552"
"48875","07:34:43.074682","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","151","Application Data"
"48879","07:34:43.077986","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=3838 Ack=7052 Win=5215 Len=0 TSval=169257 TSecr=749285404"
"48968","07:34:43.100277","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"48986","07:34:43.104404","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=7052 Ack=3885 Win=27 Len=0 TSval=749285434 TSecr=169259"
"49295","07:34:43.190411","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","165","Application Data"
"49341","07:34:43.203103","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"49357","07:34:43.207439","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=7151 Ack=3932 Win=27 Len=0 TSval=749285537 TSecr=169270"
"49613","07:34:43.274972","166.104.142.150","client.smartthings.com","TLSv1.2","303","Client Hello"
"49629","07:34:43.279442","client.smartthings.com","166.104.142.150","TCP","66","https(443)  >  52632 [ACK] Seq=1 Ack=238 Win=28160 Len=0 TSval=3394344869 TSecr=169276"
"49632","07:34:43.281685","client.smartthings.com","166.104.142.150","TLSv1.2","1514","Server Hello"
"49633","07:34:43.281810","client.smartthings.com","166.104.142.150","TCP","1514","https(443)  >  52632 [ACK] Seq=1449 Ack=238 Win=28160 Len=1448 TSval=3394344871 TSecr=169276 [TCP segment of a reassembled PDU]"
"49634","07:34:43.281966","client.smartthings.com","166.104.142.150","TLSv1.2","479","Certificate, Server Key Exchange, Server Hello Done"
"49658","07:34:43.293370","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","132","Application Data"
"49677","07:34:43.297396","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=7151 Ack=3998 Win=27 Len=0 TSval=749285627 TSecr=169279"
"49690","07:34:43.298792","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"49739","07:34:43.311843","166.104.142.150","client.smartthings.com","TLSv1.2","141","Client Key Exchange"
"49742","07:34:43.312116","166.104.142.150","client.smartthings.com","TLSv1.2","72","Change Cipher Spec"
"49743","07:34:43.312223","166.104.142.150","client.smartthings.com","TLSv1.2","111","Encrypted Handshake Message"
"49757","07:34:43.316420","client.smartthings.com","166.104.142.150","TCP","66","https(443)  >  52632 [ACK] Seq=3310 Ack=319 Win=28160 Len=0 TSval=3394344906 TSecr=169280"
"49758","07:34:43.316613","client.smartthings.com","166.104.142.150","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"49833","07:34:43.333405","166.104.142.150","client.smartthings.com","TLSv1.2","197","Application Data"
"49850","07:34:43.338850","client.smartthings.com","166.104.142.150","TLSv1.2","265","Application Data"
"49877","07:34:43.349538","client.smartthings.com","166.104.142.150","TLSv1.2","97","[TCP ACKed unseen segment] , Encrypted Alert"
"49878","07:34:43.349543","client.smartthings.com","166.104.142.150","TCP","66","[TCP ACKed unseen segment] https(443)  >  52632 [FIN, ACK] Seq=3591 Ack=526 Win=29184 Len=0 TSval=3394344939 TSecr=169284"
"49941","07:34:43.367278","166.104.142.150","client.smartthings.com","TCP","66","52632  >  https(443) [RST, ACK] Seq=526 Ack=3592 Win=40800 Len=0 TSval=169286 TSecr=3394344939"
"51269","07:34:43.725696","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","127","Application Data"
"51311","07:34:43.733271","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TCP","66","33900  >  https(443) [ACK] Seq=3998 Ack=7259 Win=5215 Len=0 TSval=169323 TSecr=749286055"
"51328","07:34:43.737549","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"51350","07:34:43.742983","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"51379","07:34:43.751712","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"51394","07:34:43.757210","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","275","Application Data"
"51438","07:34:43.766761","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"51623","07:34:43.817203","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","[TCP ACKed unseen segment] , Application Data"
"51803","07:34:43.865304","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","[TCP Previous segment not captured] https(443)  >  33900 [ACK] Seq=7600 Ack=4186 Win=27 Len=0 TSval=749286195 TSecr=169331"
"51821","07:34:43.867990","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","[TCP ACKed unseen segment] , Application Data"
"51837","07:34:43.872277","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=7600 Ack=4233 Win=27 Len=0 TSval=749286202 TSecr=169336"
"53758","07:34:44.396317","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","142","Application Data"
"53803","07:34:44.410128","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"53834","07:34:44.414430","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=7676 Ack=4280 Win=27 Len=0 TSval=749286744 TSecr=169390"
"56278","07:34:45.079488","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","143","Application Data"
"56314","07:34:45.087888","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","Application Data"
"56344","07:34:45.092485","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=7753 Ack=4327 Win=27 Len=0 TSval=749287422 TSecr=169458"
"56744","07:34:45.203392","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","113","[TCP ACKed unseen segment] , Application Data"
"56772","07:34:45.207919","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","[TCP Previous segment not captured] https(443)  >  33900 [ACK] Seq=7853 Ack=4374 Win=27 Len=0 TSval=749287537 TSecr=169470"
"57061","07:34:45.287521","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","130","[TCP ACKed unseen segment] , Application Data"
"57076","07:34:45.291874","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TCP","66","https(443)  >  33900 [ACK] Seq=7853 Ack=4438 Win=27 Len=0 TSval=749287622 TSecr=169478"
"57090","07:34:45.293963","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
"57261","07:34:45.342777","166.104.142.150","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","TLSv1.2","468","Application Data"
"57293","07:34:45.348540","ec2-52-78-59-78.ap-northeast-2.compute.amazonaws.com","166.104.142.150","TLSv1.2","113","Application Data"
